Keyword,Tweet Text
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Binnenkort (na onderzoek waar ik bij betrokken ben) een breder beeld van deelmobiliteit maar hier alvast de eerste cijfers : 👉Autodelen 2023: aantal deelauto's stijgt met 23% tov 2022
https://t.co/a1ahrXqPAn"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Beste @gosharingoff nu ligt er 1 scooter in een sloot en 2 staat achter een boom. @schiedam_nl @Irado_Online @Schiedam24 #deelscooter #schiedam https://t.co/QszXBgd2XY
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Prognose nieuwverkoop auto's lager dan het langjarig gemiddelde. Zorgen over tempo elektrificering wagenpark zijn bij deelauto's niet aan de orde: al 48% deelauto's is elektrisch https://t.co/dhKiNWR8f6
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@Giscampi @Stadgent @CambioAutodelen @MathiasDeClercq Tja Gino… ik heb zelf geen auto en een dienstwagen geweigerd. Als ik dan toch een auto nodig heb, dan neem ik inderdaad een deelauto. Gaat vlot en is goedkoper!"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@AshgateScott Ha dat word hem deelauto.  Wat goed he? GL..afgrijselijke partij.
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@liekcornelissen @DonArturito @jesseklaver @groenlinks Daaaaagggggg deelauto's.
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Een 24-jarige vrouw is om het leven gekomen door een ongeval op de Blaak in het centrum van Rotterdam. Dat meldt de politie. Ze reed met een deelscooter tegen een bankje en kwam ten val.
https://t.co/sgIEtH6Wul"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@suusonline @DHLNL Nee hoor, jij hebt vast in je deelauto rond gescheurd 😄"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Zondags uitje...

Toch net even anders dan een #deelauto 😉

🎨 Otto Eerelman https://t.co/KBbNg2pDnD"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@liekcornelissen @groenlinks @PvdA Deelauto's gaan het niet worden
Deel/huur fietsen en steps moeten nu al elke 5 maanden vervangen worden hoog slijtage, dus zal ook voor de auto's zijn."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Nog meer deelscooter ellende...
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,24-jarige scooterrijder overleeft botsing met bankje in Rotterdam niet https://t.co/TEYkSQdaTL https://t.co/KA1agWgGch
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Weer een geslaagde avond georganiseerd door duurzaam Diepenveen! De enthousiaste groep bewoners organiseerde een avond vol waardevolle informatie over deelauto’s, isolatie, zonnepanelen en vooral over hoe je hiervoor subsidies en financiële regelingen kunt verkrijgen💰🌞 https://t.co/aHi7HDW8G9"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@kasjarelle @DaveSinardet Hier … tegen 2 deelauto’s in Dworp stemmen en tegen het circulatieplan  dat het centrum van Lot veel aangenamer maakt…
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Een 24-jarige vrouw is om het leven gekomen nadat ze met een deelscooter tegen een bankje aanreed. Dat gebeurde op de Blaak in Rotterdam. De vrouw werd gereanimeerd en is met spoed naar het ziekenhuis overgebracht. Daar overleed ze aan haar verwondingen. https://t.co/x8x5JGryyc https://t.co/5WLa6lq3DV
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Prognose: BOVAG en RAI Vereniging verwachten 360.000 nieuwe personenauto’s in 2024 Mobiliteit autoverkoop... https://t.co/cHbdClEXIY
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@crisie907 @Barbes_NL Er komt steeds meer deelauto's. Ook in (kleinere) dorpen. We zitten in een transitieperiode, waarin priveautomobiliteit duurder en moeilijker wordt en deelautomobiliteit toegankelijker. En inderdaad kan straks niet alles meer op de manier waarop je gewend was.
#klimaatverandering"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@GrooteW @RoyGeers @RosmalensBelang @cdadenbosch Ik denk dat niemand tegen deelvervoer is, maar op deze manier raak je het draagvlak compleet kwijt. Wat een verloedering van onze mooie wijk. Zonde."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Hoe goed presteren bouwmaterialen na tien jaar? En hoe kom je tot echt duurzame mobiliteit met fiets, elek. wagens, deelauto's en openbaar vervoer? Met de steun van #SALKturbo @LimburgBe en #EFRO @vlaamseoverheid onderzoekt UHasselt het de komende jaren:
https://t.co/HYtKshx4tm"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@JeroenMirck @gem_Beverwijk Ongevraagd advies: neem in de voorlichting ook informatie mee over mogelijkheden voor gebruik deelauto's als alternatief voor individueel autobezit. Aanvraag parkeervergunning is een natuurlijk moment om bewuste afweging te maken. Drie aanbieders in Beverwijk om uit te kiezen.
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Bij nieuwbouw met afspraken over parkeren op eigen terrein is het belangrijk om in omliggende gebied parkeren te reguleren, ook voor bewoners. In Beverwijk zijn deelauto's beschikbaar via @my_wheels @Greenwheels en @SnappCar"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Wat heeft de gemeenteraad precies besloten? Lees hier alles over het nieuwe parkeerbeleid van #Beverwijk 
https://t.co/JPGZSxIndh"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Project deelauto’s verloopt moeizaam https://t.co/72kIOviV9u
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@hereforfun_be Was een deelfiets
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Hoe faciliteer je als gemeente de komst van elektrische deelauto’s? Vanaf 30 oktober vind je alle informatie in een nieuwe handreiking op de website van NKL. Bekijk de pagina over elektrische deelauto's: https://t.co/PRwVyoYN9P
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Het aantal deelauto's in Nederland is met 23% gestegen, van 6.442 in 2022 naar 7.920 in 2023. Bijna de helft van alle deelauto’s in de onderzochte categorieën is elektrisch. Het aandeel elektrisch is flink gestegen van 37,9% naar 48%. Lees meer: https://t.co/MT1CoFz8iG https://t.co/frTi3ESigr"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Zo te zien hebben deze automobilisten nog niet zo heel veel trek in een elektrische deelauto. https://t.co/VFaIlgQ7Dw
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@WeDriveSolar @JasperFastl @martiendas @Jossedevoogd @gembunnik @JPdHondtBunnik @RvBennekom @my_wheels @Greenwheels @SnappCar Zijn er na eind november nog deelauto’s waar “We drive solar” op staat? Waarom blijven jullie zo hardnekkig volhouden dat dit een samenwerking is terwijl jullie straks geen deelauto’s meer aanbieden?
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@MiddenHolland @Zuidplas @michelk @dadehaas Aanbod deelauto's in Gouda goed op stoom, in regiogemeenten nog werk aan de winkel om auto-afhankelijkheid te verminderen en aanbod te vergroten https://t.co/dhKiNWR8f6 https://t.co/jGqqn8I8Kd"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@suusonline 3/3 —&gt; en wilden de auto niet meegeven. Zoiets verwacht je niet … jammer genoeg was dit het einde van de deelauto.
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@Klimaatweek_ Als je heel vaak bewust je auto laat staan dan is (elektrisch) autodelen misschien een passende oplossing voor incidentele autoritten. Al bijna de helft van de deelauto's is elektrisch https://t.co/5zH7JRuGV1
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@Autodelen_info @MaartenvBiezen @crow_nl Ik lees: ruim 1/3 Nederlanders heeft deelauto op 400m van woning.

Er zijn nu 7000 deelauto's en 11 miljoen gewone auto's in Nederland."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Docent Informatica Robin is al jaren fan van Greenwheels. Een pluspunt is de vaste parkeerplaats. “Je weet altijd waar je ‘m op kunt pikken en waar je ‘m terug moet zetten.” 

Robins ervaring lees je op: https://t.co/F1zVS76xtZ

#greenwheels #deelauto #autodelen https://t.co/jYcUZAzHRu"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"In Amersfoort GEEN draagvlak voor de door @GLAmersfoort gewilde parkeerbelasting. Volgende stap van @DillianHos en haar schurken, alle Amersfoorters uit hun auto en in een deelauto!
Om draagvlak met @D66Amersfoort te houden hobbelt d66 mee.
Geven en nemen aldus Bijlholt."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Vanavond samen met @robsmuld voor leden en sympathisanten @GLAmersfoort en @PvdAAmersfoort een avond verzorgd over het parkeerreferendum. Voor een zeer betrokken zaal, echt heel leuk! https://t.co/ksZhghnoHq"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@_Zero_e_ @gembunnik @JPdHondtBunnik @RvBennekom Dat valt mee hoor (-; Aanwezigheid van station, demografie/leefstijl inwoners, veel banen op fietsafstand. Twintigers hebben we hier weinig, wel veel 'import' uit Utrecht. Ook deelauto's als 2e auto."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@BesienKrist @torfsrik In een stad is leven zonder auto zeker mogelijk, mss zelfs wenselijk, en een deelauto is snel geregeld indien nodig.

Maar hier in Limburg bvb wordt het al een stuk lastiger. Of ik zou bvb in een hele goeie elektrische fiets moeten investeren voor langere afstanden."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@martiendas Aantal deelauto's per 100.000 inwoners bedoel je
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"De grafiek laat het aantal deelauto's per inwoner zien. Deze telling is exclusief deelauto's met fysieke sleuteloverdracht, informeel autodelen en traditionele autoverhuur."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Goed nieuws @Klimaatraad @jwerisman @JKBonline @keesvendrik het aanbod van deelauto's is gegroeid met 23% in 1 jaar. Van de deelauto's is al bijna de helft (48%) elektrisch. Dit publiceerde @crow_nl gisteren. Aanbod groeit ook buiten de Randstad. https://t.co/5zH7JRuGV1 https://t.co/8aGb210Zeh
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@torfsrik Mobiliteitsexperten weten al geruime tijd dat bereikbaarheid van een stad rond autobezit bouwen een 20ste eeuws concept is dat tot congestie leidt. Toekomst is ‘MAAS’ (mobility as a service, mobiliteit als dienst) met openbaar vervoer, deelauto’s en -fietsen, taxi &amp; uberachtigen"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@tytens_josiane @DoMobilityNL Typisch Hollands antwoord. En zo schuiven we de grote revolutie weer lekker voor ons uit. 

NEE: Eerst auto indammen en dan met de vrijgekomen ruimte alternieven (wandelen, fiets, OV, deelvervoer) verder uitrollen!"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@MylanPiron @torfsrik Mobiliteitsexperten weten al geruime tijd dat bereikbaarheid van een stad rond autobezit bouwen een 20ste eeuws concept is dat tot congestie leidt. Toekomst is ‘MAAS’ (mobility as a service, mobiliteit als dienst) met openbaar vervoer, deelauto’s en -fietsen, taxi &amp; uberachtigen"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@stanycrets Gilkinet hoopt zelf dat hij hem nog terugkrijgt, dus het ging om een deelfiets. Fake news."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@Autodelen_info @gerardnl9711 Ik zeg altijd dat ik 3 auto's heb omdat er zoveel deelauto's binnen 400m staan.
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@_MDV_ @MaartenvBiezen @crow_nl Er staat dat voor 1/3 deelauto's op loopafstand staan, niet dat 1/3 al deelauto gebruikt (ongeveer 7% autodelers gemiddeld NL, hoger % in steden)"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Met de beschikbaarheid van deelauto’s in Delft gaat het goed!
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,In steeds meer gemeenten staan deelauto's in meerdere wijken op loopafstand. In deze 21 gemeenten heeft 65% tot 95% van de inwoners een deelauto binnen 400meter van de woning. #inclusief #praktisch #spreiding #opschaling https://t.co/hjtuRbyXM4
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@Jossedevoogd @gembunnik @JPdHondtBunnik @RvBennekom @my_wheels Ook qua spreiding (%bewoners met deelauto-op-loopafstand) scoort Bunnik goed, en dat is inclusief Odijk en Werkhoven waar aanzienlijk minder deelauto's staan dan in de kern Bunnik. https://t.co/nF7B6gHz5e"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@Autodelen_info Go @GemeenteUtrecht! 
We zijn nu met fiets in trein op vakantie, omdat we een deelauto gebruiken en geld wilden besparen en weersvoorspelling ok was! Als we een auto voor de deur hadden, waren we gewoon met de auto gegaan.
Ik vind deelauto voor vakantie alleen wel prijzig."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"In de top 10 van gemeenten met veel deelauto's per inwoner staan Amsterdam, Utrecht, Eindhoven, Den Haag, Rotterdam...en Bunnik. Daar mogen we best trots op zijn @gembunnik @JPdHondtBunnik @RvBennekom https://t.co/5zH7JRveKz #duurzaam #elektrisch #samen https://t.co/8T3K1Hdbvv"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@MaartenvBiezen @crow_nl 1/3 van de Nederlanders zijn 6 miljoen Nederlanders, in de grafiek staat er bij totaal aantal deelauto’s 7.000 …"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Het aantal deelauto's is dit jaar met 23% gegroeid. Vandaag publiceerde @crow_nl de nieuwe jaarcijfers. Autodelen draagt bij aan duurzaam reisgedrag; van alle deelauto's is al 48% elektrisch (percentage elektrisch verschilt per gemeente). https://t.co/77kwOvNSVq https://t.co/hSohGTsqcF
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,De meeste deelauto's per inwoner zijn dit jaar te vinden in de provincies @ProvincieNH  @provutrecht @zuid_holland @provgroningen en @Brabant  https://t.co/i3WOtTUPDg https://t.co/ut2we9ZkuD
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,De meeste deelauto's (in absolute aantallen) zijn dit jaar te vinden in @amsterdamnl @GemeenteUtrecht @rotterdam @GemeenteDenHaag @gem_Eindhoven @gem_Nijmegen @gemeentehaarlem @gem_groningen @Gem_Amersfoort en @GemeenteLeiden Gefeliciteerd! #top10 https://t.co/dhKiNWR8f6
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,De meeste deelauto's per inwoner zijn dit jaar te vinden in @amsterdamnl @GemeenteUtrecht @gem_Eindhoven @Ouder_Amstel @GemeenteDenHaag Gefeliciteerd met deze top 5 notering!  https://t.co/dhKiNWR8f6
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Het aantal deelauto's is weer fors gegroeid, dit jaar 23% deelauto's erbij! @crow_nl publiceerde vandaag de nieuwe jaarcijfers. Van deze deelauto's is al 48% elektrisch. In 21 steden heeft al 2/3 van de inwoners een deelauto op loopafstand van de woning https://t.co/dhKiNWR8f6"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Het aantal deelauto's is weer fors gegroeid, dit jaar 23% deelauto's erbij. Het @crow_nl publiceerde vandaag nieuwe jaarcijfers. Van deze deelauto's is al 48% elektrisch. In 21 steden heeft al 2/3 van de inwoners een deelauto op loopafstand van de woning. https://t.co/5zH7JRuGV1"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Proef met deelauto’s in Vitusbuurt: ‘Minder auto’s op straat maakt de buurt leefbaarder en veiliger’ https://t.co/NWNYnT3sPf #gooieneembode
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Nieuwe cijfers autodelen 2023:
✅️ 23% groei aantal deelauto's
✅️ 48% elektrisch
✅️ ruim 1/3 Nederlanders heeft deelauto op 400m van woning (veel hoger in Delft, Leiden, Haarlem, Den Haag) 
✅️ groei ook buiten randstad en grote stad
@crow_nl N!D
https://t.co/8nBiLKvY4L https://t.co/z55fWguvHs"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@stefvanderziel @joshuapeper Hoe GL dat allemaal denkt op te lossen met 'beter OV' en elektrische deelauto's is me volstrekt een raadsel. Dat werkt simpelweg niet als iedereen tegelijk van A naar B wil.
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Hoe stimuleer je #deelrijden? Kijk hier hoe de #gemeente #Hilversum dat doet met de #elektrische deelauto’s van @HETcooperatie.  Wethouder Bart Heller reikte de eerste abonnementen uit. @GemeenteHsum  
https://t.co/tbfkYMnU0n"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@rtvutrecht In monitor 2021: in 11% huishoudens gebruik deelauto, 18% gebruik deelvervoer. Volgend jaar nieuwe cijfers over dit onderdeel van de Utrecht Monitor. https://t.co/cKwqRcwMba"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@veenspace Ik denk dat Utrecht een mooi voorbeeld is waarom concurrentie gewenst is.

Door de keuze van de gemeente om maar een bakfiets en deelfiets (en eerst ook scooter) partij toe te laten is het aanbod en kwaliteit daarvan beperkt. 

Ik mis bijvoorbeeld heel erg Donkey in Utrecht."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,[Extra] Proef met deelauto’s in Vitusbuurt: ‘Minder auto’s op straat maakt de buurt leefbaarder en veiliger’ -  https://t.co/ucZGs0kXLW https://t.co/qOM2jS12C6
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Tweede Kamer wil onderzoek naar fiscale stimulans voor deelauto’s. Lees voor meer informatie, https://t.co/VNQnZboLek."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@GemeenteLeiden Ongevraagd advies: informeer bewoners van deze wijken ook over de mogelijkheden voor autodelen in/nabij deze wijken als alternatief. Deelauto's zijn beschikbaar via @my_wheels @Greenwheels @SnappCar of je kan bij onderling delen een deelauto-parkeervergunning aanvragen.
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Vanochtend was een inspirerende bijeenkomst over deelmobiliteit door @GoedopwegNL, grote opkomst van zowel gemeenten uit @ProvUtrecht als van aanbieders van deelauto's en deeltweewielers. Samenwerking gaat echt helpen bij opschaling en regionale spreiding. @Utrecht_10 @DuMobIn"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Morgen in #raad030:

♦️ Parkeervergunningen voor 'vrije' deelauto’s
♦️ Uitschakelen verkeerslichten Langerakbaan

Volg het vanaf 10.00u live op Facebook of via https://t.co/ZzTsrxEgqI

Hier lees je meer https://t.co/9V1WArhMwy
⭕️ punt 10 en 12 https://t.co/RKkVwMeFlO"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@gerardnl9711 Ik begreep van een collega net dat ik het net goed heb omschreven. De proef loopt ook in de gemeente Groningen en de gemeente Midden-Groningen. De studieopdracht loopt echter bij de provincie Drenthe, maar alle locaties waar een deelauto staat worden hierin meegenomen."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,#Groningen - Persoon gewond na val met deelfiets https://t.co/e94z7CwAZD
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,#Groningen - Persoon gewond na val met deelfiets https://t.co/uiFbqZciGf
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,#Groningen Persoon gewond na val met deelfiets Hoendiep Groningen https://t.co/nWRUTKwglz
